GiniIncomeClass,GiniSendClass,GiniIncomeValue,GiniSendValue,totNumTransacion,inNumTransaction,outNumTransaction,paying,paid,numberAddressesPaidAfterTheyPaid,lifeAddress,activityDay,frequentUse,moreTransaction,inPerCent,mediaIncomeV,mediaSendV,devStandardIncomeV,devStandardSendV,varianzaSendV,varianzaIncomeV,totalSendBTC,totalIncomeBTC,totalSendUSD,totalIncomeUSD,maxNumTransRec,maxDiffDay,minResponsiveness,avgResponsiveness,maxResponsiveness,type
98.43,80.00,37.61,61.86,92,87,5,87,7,0,27,26,FALSO,FALSO,94.57,160712656.00,2796399870.00,145057653.99,3837195015.58,14724065000000000000.00,21670912000000000000.00,13982000000,13982000000,43.45,40.11,10,10392000000,6484.00,60856.00,155114.00,N
94.12,88.89,42.93,34.77,26,17,9,17,16,0,22,16,FALSO,FALSO,65.38,680294080.00,1284999940.00,562980791.82,819388003.19,671396710000000000.00,1037065830000000000.00,11565000000,11565000000,1466.52,1302.95,2,1365000000,154.00,8894.00,33003.00,N
97.92,0.00,15.43,NaN,49,48,1,48,0,0,19,19,FALSO,FALSO,97.96,1751378.40,0.00,502898.39,0.00,0.00,3067326230000.00,0,84066158,0.00,10.68,7,0,9223372036854780000.00,0.00,-9223372036854780000.00,N
92.86,92.31,56.67,42.92,55,42,13,18,13,0,11,2,FALSO,FALSO,76.36,18452380.00,59615384.00,21951464.19,46513089.08,2163467500000000.00,3857859880000000.00,775000000,775000000,87.01,80.33,17,7000000,268.00,3268.00,8398.00,N
98.64,91.84,70.70,53.76,93,79,14,44,11,2,2197,2183,FALSO,FALSO,84.95,10539633.00,59473640.00,23595702.84,60723085.97,3687293310000000.00,6081829900000000.00,832630939,832630939,2199.16,1370.44,2,213380000,0.00,5811274.00,39061217.00,N
86.39,72.00,0.45,32.95,44,39,5,6,9,0,207,204,FALSO,FALSO,88.64,100782296.00,222400000.00,869121.94,148696469.36,22110637700000000.00,36901509000000000.00,1112000000,3930509742,193.47,379.55,1,405000000,53469.00,146975.00,324087.00,N
95.71,95.54,27.99,26.92,75,38,37,38,41,0,39,16,FALSO,FALSO,50.67,103552632.00,106351344.00,55321879.83,54987082.62,3023579940000000.00,3031412350000000.00,3935000000,3935000000,537.25,479.94,3,223000000,884.00,17818.00,95761.00,N
93.33,93.33,64.80,64.80,30,15,15,10,22,1,151,106,FALSO,FALSO,50.00,4407666200.00,4407666200.00,5953664793.33,5953664793.33,35446122000000000000.00,35446122000000000000.00,66115000000,66115000000,6116.47,4561.22,2,27446000000,18825.00,182977.00,734853.00,N
95.98,95.90,9.06,61.29,171,126,45,120,54,0,736,706,FALSO,VERO,73.68,119199352.00,416240192.00,22494534.04,648992945.69,421191775000000000.00,509425349000000000.00,18730812754,15019116501,681.51,304.67,5,12063000000,3001.00,247326.00,4098519.00,N
91.49,87.50,8.51,24.76,31,23,8,22,8,0,110,88,FALSO,FALSO,74.19,537608700.00,1545624960.00,145176863.04,814442867.81,663317150000000000.00,1679413990000000000.00,12365000000,12365000000,1298.62,1387.10,1,3012000000,441.00,91374.00,383673.00,N
78.10,78.10,31.36,31.36,44,22,22,15,20,0,236,139,FALSO,FALSO,50.00,6125090800.00,6125092400.00,6549470927.47,6549470824.87,42895586000000000000.00,42895586000000000000.00,134752000000,134752000000,2566.20,1187.29,3,35000000000,32843.00,184911.00,489490.00,N
98.78,66.67,25.92,65.61,85,82,3,78,5,0,26,25,FALSO,FALSO,96.47,18374034.00,502223616.00,8657084.99,697038583.45,485862815000000000.00,719973200000000000.00,1506670787,1506670787,221.22,137.69,7,1487973202,3364.00,172494.00,341624.00,N
98.99,93.75,18.22,76.18,115,99,16,95,16,0,322,321,FALSO,VERO,86.09,96068600.00,594424380.00,32933161.53,1125241803.58,1266169140000000000.00,1514527510000000000.00,9510790476,9510790476,1255.11,995.32,8,3386835951,14933.00,676863.00,1711473.00,N
97.29,98.85,14.32,51.49,492,403,89,55,51,0,362,284,FALSO,VERO,81.91,23019944.00,104236392.00,17673967.84,118588029.59,14063120900000000.00,20659232900000000.00,9277039453,9277039453,686.37,740.57,4,1085895392,0.00,33698.00,185253.00,N
96.24,0.00,86.65,0.00,128,127,1,125,1,0,2034,2034,FALSO,VERO,99.22,23230.91,2897940.00,176416.46,0.00,0.00,8263951700000.00,2897940,2950326,0.00,0.93,9,2897940,68710296.00,68710296.00,68710296.00,N
98.52,90.00,5.62,35.15,202,192,10,23,6,0,2194,2194,FALSO,VERO,95.05,193309584.00,1875960060.00,41002967.16,1221703657.94,1492559820000000000.00,4323872080000000000.00,18759600946,37115434742,135743.90,2949.01,2,6120083064,39190346.00,39190346.00,39190346.00,N
95.14,50.00,82.13,49.20,26,24,2,16,3,0,735,734,FALSO,FALSO,92.31,1020653500.00,12247842800.00,2386408746.04,12051042816.00,145227630000000000000.00,271277400000000000000.00,24495684191,24495684191,6667.85,1746.50,3,23768793254,4966.00,4966.00,4966.00,N
91.12,91.12,37.67,37.67,26,13,13,6,15,0,141,129,FALSO,FALSO,50.00,77538464.00,77538464.00,54170124.30,54170124.30,2934402190000000.00,2934402190000000.00,1008000000,1008000000,67.91,18.35,2,206000000,14082.00,364441.00,1832700.00,N
94.18,90.91,29.73,59.58,30,19,11,7,15,1,1520,1519,FALSO,FALSO,63.33,74879120.00,129336648.00,40735706.69,168893413.57,28524986600000000.00,31490610000000000.00,1422703266,1422703266,1162.23,488.16,2,464000000,1168.00,7179894.00,35530683.00,N
98.85,75.00,34.85,29.13,93,89,4,85,5,0,675,675,FALSO,FALSO,95.70,15232519.00,314750784.00,9539379.97,167073669.01,27913610900000000.00,117624818000000000.00,1259003191,1355694426,429.39,134.91,9,680906448,4779.00,18529079.00,55545840.00,N
96.76,96.77,92.13,75.10,522,491,31,363,34,1,903,757,FALSO,VERO,94.06,32729754.00,518396448.00,162854170.83,1237650744.68,1531779400000000000.00,1767651580000000000.00,16070290010,16070290010,1585.44,1186.38,13,6555411162,0.00,174050.00,2082677.00,N
95.73,93.50,20.09,49.49,51,31,20,10,33,0,68,42,FALSO,FALSO,60.78,996967740.00,1545299970.00,404872307.10,2026310440.09,4105933480000000000.00,4406602360000000000.00,30906000000,30906000000,435.05,403.32,1,8214000000,0.00,47095.00,155681.00,N
99.17,83.33,88.58,43.29,126,120,6,113,6,0,218,118,FALSO,VERO,95.24,146184272.00,2923685120.00,620147885.26,2355521786.08,5548483100000000000.00,13262994000000000000.00,17542111185,17542111185,1697.37,3398.85,11,10149007122,8141.00,804777.00,3188943.00,N
93.78,80.00,41.21,23.18,35,30,5,26,8,0,74,67,FALSO,FALSO,85.71,29566666.00,177400000.00,25272757.05,79222724.01,6276240000000000.00,28130934100000000.00,887000000,887000000,118.79,130.78,4,322000000,799.00,710913.00,3512262.00,N
76.92,76.92,40.83,40.83,26,13,13,9,23,2,270,110,FALSO,FALSO,50.00,30000000.00,30000000.00,25191573.68,25191573.68,634615310000000.00,634615310000000.00,390000000,390000000,9.87,7.24,2,100000000,0.00,755449.00,6234387.00,N
68.75,80.00,71.70,67.12,13,8,5,7,10,1,105,105,FALSO,FALSO,61.54,26904272.00,332993888.00,43491353.46,469355651.84,220294731000000000.00,313985577000000000.00,1664969500,215234187,267.72,26.82,5,1243732211,22534.00,187760.00,352986.00,N
91.69,81.63,10.66,68.15,72,65,7,47,10,0,1032,1031,FALSO,FALSO,90.28,99323088.00,922285890.00,27315314.21,1631602277.26,2662126010000000000.00,3339393560000000000.00,6456000000,6456000000,1996.47,99.09,2,4801000000,39025.00,14353958.00,70591758.00,N
99.46,99.24,53.22,62.77,352,221,131,219,169,0,241,196,FALSO,VERO,62.78,143310944.00,241768864.00,164389743.50,317793491.25,100992703000000000.00,110686659000000000.00,31671724872,31671724872,3022.29,3073.43,3,1275000000,0.00,56822.00,265061.00,N
98.34,96.17,31.29,56.61,104,76,28,14,37,1,936,935,FALSO,VERO,73.08,21154440.00,57419200.00,12663639.50,69249033.76,4795428700000000.00,6110561600000000.00,1607737686,1607737686,8769.76,120.40,1,983142533,31791.00,15689996.00,28472372.00,N
98.77,95.45,29.17,65.53,880,858,22,57,32,0,702,701,FALSO,VERO,97.50,119204248.00,4648953900.00,79255167.05,8630523030.24,74485930000000000000.00,95004570000000000000.00,102277000000,102277000000,13988.33,8354.20,15,39166000000,1139.00,2271146.00,49838957.00,N
99.36,96.97,29.23,54.91,224,191,33,179,31,0,98,53,FALSO,VERO,85.27,62004460.00,358874464.00,32227394.44,439353916.52,193031842000000000.00,281163643000000000.00,11842858842,11842858842,803.19,676.27,10,2881693096,0.00,21100.00,135838.00,N
94.97,0.00,67.67,0.00,27,26,1,11,1,0,165,164,FALSO,FALSO,96.30,412917312.00,10735850500.00,602490205.62,0.00,0.00,106562940000000000000.00,10735850000,10735850000,0.00,915.79,4,10735850000,401089.00,401089.00,401089.00,N
93.73,88.89,34.01,43.02,94,85,9,19,14,0,1824,1824,FALSO,FALSO,90.43,68261216.00,400666176.00,43348021.16,311932325.71,97301771000000000.00,207794830000000000.00,3605995351,5802205484,13044.13,743.32,5,801631827,1419.00,26439209.00,96470066.00,N
90.55,95.06,26.12,27.81,98,57,41,52,55,0,1748,1638,FALSO,FALSO,58.16,119561408.00,166219536.00,59124613.43,97497096.63,9505682800000000.00,11682660000000000.00,6815000000,6815000000,2508.49,887.41,2,588000000,281.00,3136933.00,123799763.00,N
96.53,80.00,36.90,74.52,125,120,5,120,7,0,1144,1143,FALSO,VERO,96.00,23021486.00,552515650.00,15641428.24,967320193.84,935708380000000000.00,1216072230000000000.00,2762578170,2762578170,19832.79,73.82,10,2482218248,74147.00,3185284.00,6296421.00,N
95.10,88.00,11.44,70.63,157,142,15,121,20,0,1797,1775,FALSO,VERO,90.45,103410104.00,978949120.00,28723511.42,1590426217.16,2529455910000000000.00,3296024420000000000.00,14684237490,14684237490,907.41,162.79,3,5313000000,4942.00,9147998.00,126569441.00,N
97.12,88.89,64.54,74.70,70,61,9,57,12,0,111,104,FALSO,FALSO,87.14,105819688.00,717222340.00,163391463.53,1193562053.87,1424590490000000000.00,1798403550000000000.00,6455000000,6455000000,1036.47,90.65,15,6256000000,0.00,625718.00,2332792.00,N
91.41,94.63,77.95,91.42,38,16,22,15,28,0,967,967,FALSO,FALSO,42.11,58440069000.00,44173275000.00,124881077552.68,178186525273.37,31750436000000000000000.00,31953978000000000000000.00,971812047159,935041141240,112301.51,71.33,2,894901000000,22407.00,667288.00,1906404.00,N
96.82,83.33,53.43,42.65,58,52,6,52,6,0,99,61,FALSO,FALSO,89.66,33305316.00,288646112.00,50378040.74,226106399.94,51124108000000000.00,116323004000000000.00,1731876596,1731876596,185.81,244.60,3,686229077,1471.00,121722.00,541462.00,N
97.36,96.97,50.54,62.36,132,91,41,91,78,0,1762,1762,FALSO,VERO,68.94,50011104.00,111000016.00,49719210.35,182633449.66,33354975900000000.00,37074622000000000.00,4551000000,4551010000,3515.37,266.51,2,1020000000,20684.00,909163.00,8226553.00,N
89.78,89.26,75.56,67.61,26,15,11,15,18,0,169,101,FALSO,FALSO,57.69,173066656.00,236000000.00,328329208.69,363791148.88,132343988000000000.00,136304618000000000.00,2596000000,2596000000,199.09,161.46,1,1000000000,12797.00,506470.00,2577326.00,N
87.83,87.50,8.64,46.30,51,43,8,8,15,0,241,240,FALSO,FALSO,84.31,95813952.00,515000000.00,22545309.23,666616268.93,444377245000000000.00,620094250000000000.00,4120000000,4120000000,437.68,634.72,3,2275000000,7298.00,1142098.00,7827756.00,N
97.92,92.31,32.48,58.56,71,58,13,58,25,0,106,101,FALSO,FALSO,81.69,144400016.00,643400000.00,88527439.19,782217868.12,611864820000000000.00,860865790000000000.00,8364200208,8375200864,1270.97,1340.60,3,2930194497,1139.00,215627.00,1459616.00,N
94.44,93.75,76.64,69.20,60,36,24,22,22,3,776,776,FALSO,FALSO,60.00,290418624.00,435627104.00,602565293.72,725050757.82,525698534000000000.00,546784074000000000.00,10455050000,10455070000,549.02,99.13,23,240050000,0.00,6009.00,33979.00,N
97.54,93.43,53.48,41.47,63,46,17,37,24,3,897,892,FALSO,FALSO,73.02,5791721.50,15671718.00,7943942.48,11886889.48,141298133000000.00,238912488000000.00,266419221,266419221,92.96,58.21,10,55939870,0.00,4482315.00,53006341.00,N
97.38,87.50,49.82,66.19,53,45,8,44,14,0,530,529,FALSO,FALSO,84.91,10010691.00,56310128.00,10339056.98,79189692.94,6271007100000000.00,8414646200000000.00,450481048,450481048,45.24,32.68,4,238385800,0.00,129547.00,349860.00,N
89.16,86.42,46.13,49.73,36,27,9,4,11,0,160,140,FALSO,FALSO,75.00,154592592.00,463777760.00,158885068.89,416492711.08,173466187000000000.00,269061679000000000.00,4174000000,4174000000,342.60,219.31,2,1255000000,574.00,874277.00,4465414.00,N
80.50,81.05,85.64,86.30,69,37,32,37,61,1,71,70,FALSO,FALSO,53.62,19108108.00,22093750.00,80919309.01,87450827.06,7647646700000000.00,7656561400000000.00,707000000,707000000,47.29,23.92,20,98000000,0.00,9345.00,31689.00,N
89.92,89.92,54.27,54.27,50,25,25,25,38,0,66,25,FALSO,FALSO,50.00,241623760.00,241623696.00,320425107.84,320425107.84,102672276000000000.00,102672267000000000.00,6040591847,6040591847,833.64,695.75,2,102000000,1501.00,16283.00,70593.00,N
97.16,97.47,46.53,51.85,159,86,73,86,69,0,51,44,FALSO,VERO,54.09,31168376.00,36718900.00,31099750.55,40883838.08,1671488130000000.00,1702296730000000.00,2680480290,2680480290,253.43,199.00,8,412000000,2198.00,16834.00,49060.00,N
97.37,80.00,41.62,46.13,43,38,5,38,5,0,677,674,FALSO,FALSO,88.37,19768228.00,150238528.00,19507202.63,138078523.68,19065679800000000.00,36088179000000000.00,751192641,751192641,305.66,124.22,7,422195669,1298.00,14265237.00,56239747.00,N
82.65,84.38,35.77,77.32,22,14,8,13,8,0,962,962,FALSO,FALSO,63.64,4434452.00,19985946.00,2812036.41,40834017.10,1667416900000000.00,1909265700000000.00,159887569,62082327,198.08,0.98,3,126861285,0.00,18714998.00,74815037.00,N
19.79,18.22,6.36,5.51,821,413,408,2,3,1,1,0,VERO,VERO,50.30,466587008.00,472305024.00,94380690.65,87685857.43,7688835400000000.00,7721481500000000.00,192700000000,192700000000,545.26,545.17,413,0,0.00,0.00,0.00,N
93.80,89.26,39.02,70.55,33,22,11,8,21,2,584,583,FALSO,FALSO,66.67,397947936.00,795895870.00,301105971.26,1167123644.54,1362177670000000000.00,1520540060000000000.00,8754856388,8754856388,558.54,161.82,3,2591000000,0.00,135083.00,506543.00,N
44.92,0.00,83.83,NaN,43759,43758,1,1222,0,0,2571,2571,VERO,VERO,100.00,135401.16,0.00,19147742.39,0.00,0.00,18333472800.00,0,5923580587,0.00,20805.22,1342,0,9223372036854780000.00,0.00,-9223372036854780000.00,N
95.14,83.33,61.50,38.58,50,44,6,44,11,0,49,46,FALSO,FALSO,88.00,23409090.00,167833328.00,32001647.02,156570975.49,24514470700000000.00,45372833000000000.00,1007000000,1030000000,141.95,113.00,2,500000000,380.00,23442.00,73698.00,N
64.81,63.27,89.75,88.32,32,18,14,17,10,1,44,14,FALSO,FALSO,56.25,307833344.00,395785728.00,929767341.10,1071484065.41,1148078090000000000.00,1155813630000000000.00,5541000000,5541000000,828.18,1045.03,7,4002000000,0.00,92372.00,418159.00,N
99.03,50.00,22.31,26.35,107,105,2,98,4,0,57,57,FALSO,VERO,98.13,7403055.00,386386976.00,2895444.36,203615136.00,41459122000000000.00,185087922000000000.00,772773957,777320718,114.19,79.01,7,590002118,76685.00,241281.00,405878.00,N
97.96,98.01,33.91,34.44,185,94,91,94,180,0,109,23,FALSO,VERO,50.81,162862560.00,168231648.00,112430784.21,115939929.27,13442067600000000.00,13470896500000000.00,15309081324,15309081324,1960.40,1985.89,3,800000000,0.00,17983.00,95021.00,N
94.67,88.89,65.64,54.35,46,37,9,37,12,1,52,32,FALSO,FALSO,80.43,59243244.00,243555552.00,130490838.44,250961304.48,62981581000000000.00,96952607000000000.00,2192000000,2192000000,310.09,278.33,3,416000000,4457.00,54099.00,186317.00,N
94.03,92.56,26.84,53.45,76,54,22,53,29,0,919,918,FALSO,FALSO,71.05,1525940100.00,3745490430.00,959660388.86,4903508006.25,24044393000000000000.00,28970792000000000000.00,82400783375,82400783375,80912.62,8531.97,1,23143000000,25424.00,857369.00,6264543.00,N
92.69,89.26,16.31,76.42,81,70,11,10,19,0,125,122,FALSO,FALSO,86.42,215739456.00,1372887300.00,163794886.63,2976211377.91,8857834400000000000.00,10196826000000000000.00,15101761069,15101761069,1182.03,1812.08,5,10854084651,0.00,306945.00,958201.00,N
44.44,50.00,61.03,44.47,5,3,2,2,3,0,1045,1045,FALSO,FALSO,60.00,59102288.00,4811083300.00,76512189.45,4278727296.00,18307507000000000000.00,40888828000000000000.00,9622166628,177306863,55490.84,9.32,2,9089810885,57817135.00,57817135.00,57817135.00,N
81.99,85.71,29.74,35.84,26,19,7,3,7,0,46,42,FALSO,FALSO,73.08,147631584.00,400714304.00,188949237.45,291742408.05,85113625000000000.00,149164472000000000.00,2805000000,2805000000,437.14,326.28,1,950000000,3985.00,174660.00,537347.00,N
0.00,87.57,0.00,49.03,152,139,13,139,9,0,23,22,VERO,VERO,91.45,1000000.00,10692308.00,0.00,9498053.37,90213020000000.00,184153853000000.00,139000000,139000000,0.36,0.40,139,30000000,4223.00,4223.00,4223.00,N
39.01,66.88,21.30,32.16,62,37,25,37,21,0,5,4,FALSO,FALSO,59.68,1351351.40,2000000.00,778641.08,1296148.14,1680000420000.00,2100744550000.00,50000000,50000000,0.22,0.21,12,4000000,968.00,4590.00,10352.00,N
98.99,80.00,16.38,51.08,155,150,5,34,9,0,931,930,FALSO,VERO,96.77,16729853.00,501895520.00,5420657.69,512360155.77,262512937000000000.00,497898654000000000.00,2509477622,2509477622,3200.81,249.02,2,1468447935,121578.00,1140767.00,1870912.00,N
96.60,95.49,55.26,49.84,57,33,24,10,42,0,811,124,FALSO,FALSO,57.89,305937728.00,420664416.00,331946443.04,382205043.98,146080720000000000.00,159242888000000000.00,10095945100,10095945100,526.66,233.52,2,1014000000,346.00,439711.00,8638217.00,N
93.56,84.38,62.34,49.85,76,68,8,68,9,0,2210,1808,FALSO,FALSO,89.47,64768528.00,550532480.00,113938835.79,512958885.40,263126808000000000.00,499093445000000000.00,4404259759,4404259759,57117.16,8870.74,10,1398000000,247574.00,5115411.00,16078408.00,N
37.87,37.87,82.94,82.94,26,13,13,13,18,0,41,27,FALSO,FALSO,50.00,10230769.00,10230769.00,31401014.08,31401014.08,986023490000000.00,986023490000000.00,133000000,133000000,11.56,12.10,3,119000000,1959.00,30152.00,186983.00,N
95.04,91.84,66.55,60.51,58,44,14,42,21,2,2246,2114,FALSO,FALSO,75.86,1130768380.00,3553843200.00,1832664065.24,4268531776.97,18220365000000000000.00,24091657000000000000.00,49753808120,49753818124,84613.60,19783.44,3,15000000000,87601.00,4894722.00,10731878.00,N
96.43,90.00,86.07,67.68,38,28,10,20,19,0,1174,1172,FALSO,FALSO,73.68,36778924.00,102981008.00,102430255.90,151709867.04,23015883600000000.00,27398599300000000.00,1029810032,1029810032,1190.21,655.01,4,500000000,2875.00,433512.00,1884802.00,N
99.07,98.64,34.71,35.11,221,137,84,136,91,0,213,94,FALSO,VERO,61.99,1005591300.00,1640071420.00,619404386.86,1126732823.33,1269526910000000000.00,1672092200000000000.00,137766000000,137766000000,10577.95,10937.47,6,4784000000,406.00,56061.00,852564.00,N
93.07,88.89,41.01,35.95,28,19,9,9,13,0,129,84,FALSO,FALSO,67.86,276528256.00,583781890.00,206876144.50,372852232.22,139018780000000000.00,233423570000000000.00,5254036973,5254036973,712.07,747.52,1,1087863852,18064.00,569989.00,2973634.00,N
57.64,93.43,96.67,92.68,152,135,17,126,28,0,398,367,FALSO,VERO,88.82,4735016.50,37601768.00,31255832.43,143395922.51,20562394300000000.00,21642617200000000.00,639230000,639230000,68.34,94.54,3,611000000,4901.00,109797.00,419424.00,N
97.57,94.12,34.81,47.88,108,91,17,4,33,0,112,105,FALSO,VERO,84.26,185836528.00,994771780.00,173885589.80,924390199.59,854497210000000000.00,1508873410000000000.00,16911120578,16911120578,1916.83,2253.84,7,4233000000,3414.00,64129.00,248853.00,N
89.24,89.26,50.77,57.81,35,24,11,24,19,0,1715,1708,FALSO,FALSO,68.57,57739872.00,125977736.00,62363788.38,146010195.88,21318978600000000.00,25975382400000000.00,1385755060,1385757044,3915.69,175.76,2,475000000,19078.00,3070123.00,19436587.00,N
97.09,80.00,75.12,26.27,50,45,5,45,7,0,1405,915,FALSO,FALSO,90.00,145051904.00,1305467140.00,371307550.71,648366090.80,420378583000000000.00,1766941850000000000.00,6527335412,6527335412,9944.54,3920.50,6,1979011127,669382.00,6005211.00,14997413.00,N
86.72,87.60,54.38,56.46,27,16,11,15,20,0,288,150,FALSO,FALSO,59.26,256750016.00,373454560.00,459419251.40,534398270.20,285581498000000000.00,299201475000000000.00,4108000000,4108000000,174.89,96.87,7,475000000,0.00,779177.00,2610069.00,N
47.21,85.12,3.79,12.03,105,88,17,31,30,0,968,963,FALSO,VERO,83.81,20954546.00,108470592.00,2093871.42,38417394.42,1475896120000000.00,9134954100000000.00,1844000000,1844000000,378.44,122.12,4,882000000,8709.00,8976250.00,71426604.00,N
66.30,90.00,1.16,28.83,43,33,10,29,14,0,415,314,FALSO,FALSO,76.74,50878784.00,167900000.00,1249425.52,85177987.90,7255289600000000.00,20949254900000000.00,1679000020,1679000020,137.59,16.53,1,307000000,5041.00,1896679.00,12192832.00,N
93.87,94.78,37.13,50.75,165,144,21,108,18,0,1531,1440,FALSO,VERO,87.27,245084384.00,1680579070.00,172329895.81,1781291643.02,3173000070000000000.00,5233645100000000000.00,35292162271,35292162271,5925.85,3121.20,3,7236000000,0.00,3018822.00,51014515.00,N
97.48,91.67,68.05,70.34,60,48,12,46,18,0,1264,113,FALSO,FALSO,80.00,231085248.00,924341060.00,729683805.20,1528141376.63,2335216190000000000.00,2815819320000000000.00,11092091200,11092092200,294.59,189.09,4,4991000000,12572.00,358951.00,3003339.00,N
77.08,85.71,49.31,47.45,31,24,7,24,7,0,689,684,FALSO,FALSO,77.42,4791666.50,16428571.00,4609584.02,14480105.70,209673458000000.00,345091026000000.00,115000000,115000000,29.85,9.32,3,45000000,79.00,10908789.00,54387012.00,N
94.10,72.22,53.89,45.03,48,42,6,14,3,0,954,954,FALSO,FALSO,87.50,72959176.00,334068864.00,78648192.14,314944242.82,99189873000000000.00,167368141000000000.00,2004413055,3064285048,16637.11,251.88,2,2004413055,39241276.00,39241276.00,39241276.00,N
